"ensembl_gene_id"	"drerio_homolog_ensembl_gene"	"drerio_homolog_orthology_confidence"	"drerio_homolog_orthology_type"	"drerio_homolog_associated_gene_name"	"external_gene_name"
"343"	"ENSMUSG00000101247"	NA	NA	NA	NA	"Gm29042"
"344"	"ENSMUSG00000100610"	NA	NA	NA	NA	"Gm29031"
"345"	"ENSMUSG00000099408"	NA	NA	NA	NA	"Gm28311"
"346"	"ENSMUSG00000101197"	NA	NA	NA	NA	"Gm29032"
"347"	"ENSMUSG00000101207"	NA	NA	NA	NA	"Gm28310"
"348"	"ENSMUSG00000102016"	NA	NA	NA	NA	"Gm29606"
"349"	"ENSMUSG00000099542"	NA	NA	NA	NA	"Gm28504"
"350"	"ENSMUSG00000101340"	NA	NA	NA	NA	"Gm29607"
"351"	"ENSMUSG00000100107"	NA	NA	NA	NA	"Gm28567"
"352"	"ENSMUSG00000099972"	NA	NA	NA	NA	"Gm21248"
"353"	"ENSMUSG00000100051"	NA	NA	NA	NA	"Gm28568"
"354"	"ENSMUSG00000101733"	NA	NA	NA	NA	"Gm29189"
"355"	"ENSMUSG00000099977"	NA	NA	NA	NA	"Gm29286"
"356"	"ENSMUSG00000099415"	NA	NA	NA	NA	"Gm29285"
"357"	"ENSMUSG00000100953"	NA	NA	NA	NA	"Gm28280"
"358"	"ENSMUSG00000096332"	NA	NA	NA	NA	"Gm21241"
"359"	"ENSMUSG00000099734"	NA	NA	NA	NA	"Gm28159"
"360"	"ENSMUSG00000100693"	NA	NA	NA	NA	"Gm28278"
"361"	"ENSMUSG00000100723"	NA	NA	NA	NA	"Gm28160"
"362"	"ENSMUSG00000101981"	NA	NA	NA	NA	"Gm28157"
"363"	"ENSMUSG00000100148"	NA	NA	NA	NA	"Gm28158"
"364"	"ENSMUSG00000100756"	NA	NA	NA	NA	"Gm21257"
"365"	"ENSMUSG00000099805"	NA	NA	NA	NA	"Gm28161"
"366"	"ENSMUSG00000101070"	NA	NA	NA	NA	"Gm28695"
"367"	"ENSMUSG00000100286"	NA	NA	NA	NA	"Gm28696"
"368"	"ENSMUSG00000101833"	NA	NA	NA	NA	"Gm20791"
"369"	"ENSMUSG00000102081"	NA	NA	NA	NA	"Gm28886"
"370"	"ENSMUSG00000101688"	NA	NA	NA	NA	"Gm20841"
"371"	"ENSMUSG00000099679"	NA	NA	NA	NA	"Gm28899"
"372"	"ENSMUSG00000102031"	NA	NA	NA	NA	"Gm29426"
"373"	"ENSMUSG00000100408"	NA	NA	NA	NA	"Gm28885"
"374"	"ENSMUSG00000100991"	NA	NA	NA	NA	"Gm21856"
"375"	"ENSMUSG00000102116"	NA	NA	NA	NA	"Gm28887"
"376"	"ENSMUSG00000101637"	NA	NA	NA	NA	"Gm28896"
"377"	"ENSMUSG00000101649"	NA	NA	NA	NA	"Gm29444"
"378"	"ENSMUSG00000100245"	NA	NA	NA	NA	"Gm21282"
"379"	"ENSMUSG00000095353"	NA	NA	NA	NA	"Gm21783"
"380"	"ENSMUSG00000100469"	NA	NA	NA	NA	"Gm28895"
"381"	"ENSMUSG00000101802"	NA	NA	NA	NA	"Gm29445"
"382"	"ENSMUSG00000100821"	NA	NA	NA	NA	"Gm28894"
"383"	"ENSMUSG00000101058"	NA	NA	NA	NA	"Gm21829"
"384"	"ENSMUSG00000099790"	NA	NA	NA	NA	"Gm28457"
"385"	"ENSMUSG00000100187"	NA	NA	NA	NA	"Gm29324"
"386"	"ENSMUSG00000101594"	NA	NA	NA	NA	"Gm21779"
"387"	"ENSMUSG00000101962"	NA	NA	NA	NA	"Gm28741"
"388"	"ENSMUSG00000100978"	NA	NA	NA	NA	"Gm20912"
"389"	"ENSMUSG00000100519"	NA	NA	NA	NA	"Gm20801"
"390"	"ENSMUSG00000100598"	NA	NA	NA	NA	"Gm28742"
"391"	"ENSMUSG00000100011"	NA	NA	NA	NA	"Gm28458"
"392"	"ENSMUSG00000100591"	NA	NA	NA	NA	"Gm21919"
"393"	"ENSMUSG00000100879"	NA	NA	NA	NA	"Gm28743"
"394"	"ENSMUSG00000100974"	NA	NA	NA	NA	"Gm28459"
"395"	"ENSMUSG00000101675"	NA	NA	NA	NA	"Gm28461"
"396"	"ENSMUSG00000099480"	NA	NA	NA	NA	"Gm28124"
"397"	"ENSMUSG00000101914"	NA	NA	NA	NA	"Gm21790"
"398"	"ENSMUSG00000099834"	NA	NA	NA	NA	"Gm21728"
"399"	"ENSMUSG00000100499"	NA	NA	NA	NA	"Gm28460"
"400"	"ENSMUSG00000100298"	NA	NA	NA	NA	"Gm28126"
"401"	"ENSMUSG00000100256"	NA	NA	NA	NA	"Gm28851"
"402"	"ENSMUSG00000101201"	NA	NA	NA	NA	"Gm28125"
"403"	"ENSMUSG00000101003"	NA	NA	NA	NA	"Gm28456"
"404"	"ENSMUSG00000100438"	NA	NA	NA	NA	"Gm21825"
"405"	"ENSMUSG00000100640"	NA	NA	NA	NA	"Gm29073"
"406"	"ENSMUSG00000100628"	NA	NA	NA	NA	"Gm29648"
"407"	"ENSMUSG00000100989"	NA	NA	NA	NA	"Gm29647"
"408"	"ENSMUSG00000100268"	NA	NA	NA	NA	"Gm29468"
"409"	"ENSMUSG00000100003"	NA	NA	NA	NA	"Gm29646"
"410"	"ENSMUSG00000101343"	NA	NA	NA	NA	"Gm29469"
"411"	"ENSMUSG00000101907"	NA	NA	NA	NA	"Gm29472"
"412"	"ENSMUSG00000099462"	NA	NA	NA	NA	"Gm28549"
"413"	"ENSMUSG00000100035"	NA	NA	NA	NA	"Gm29473"
"414"	"ENSMUSG00000101434"	NA	NA	NA	NA	"Gm29211"
"415"	"ENSMUSG00000101072"	NA	NA	NA	NA	"Gm29470"
"416"	"ENSMUSG00000100061"	NA	NA	NA	NA	"Gm29212"
"417"	"ENSMUSG00000100994"	NA	NA	NA	NA	"Gm21333"
"418"	"ENSMUSG00000100611"	NA	NA	NA	NA	"Gm21247"
"419"	"ENSMUSG00000100861"	NA	NA	NA	NA	"Gm29382"
"420"	"ENSMUSG00000100317"	NA	NA	NA	NA	"Gm28224"
"421"	"ENSMUSG00000101138"	NA	NA	NA	NA	"Gm29210"
"422"	"ENSMUSG00000101329"	NA	NA	NA	NA	"Gm28226"
"423"	"ENSMUSG00000100871"	NA	NA	NA	NA	"Gm29213"
"424"	"ENSMUSG00000100532"	NA	NA	NA	NA	"Gm28225"
"425"	"ENSMUSG00000100716"	NA	NA	NA	NA	"Gm28550"
"426"	"ENSMUSG00000099374"	NA	NA	NA	NA	"Gm21344"
"427"	"ENSMUSG00000100325"	NA	NA	NA	NA	"Gm28604"
"428"	"ENSMUSG00000100882"	NA	NA	NA	NA	"Gm20849"
"429"	"ENSMUSG00000100048"	NA	NA	NA	NA	"Gm28603"
"430"	"ENSMUSG00000101772"	NA	NA	NA	NA	"Gm28829"
"431"	"ENSMUSG00000099667"	NA	NA	NA	NA	"Gm21901"
"432"	"ENSMUSG00000099789"	NA	NA	NA	NA	"Gm28565"
"433"	"ENSMUSG00000099593"	NA	NA	NA	NA	"Gm28566"
"434"	"ENSMUSG00000101109"	NA	NA	NA	NA	"Gm28697"
"435"	"ENSMUSG00000101582"	NA	NA	NA	NA	"Gm28828"
"436"	"ENSMUSG00000101541"	NA	NA	NA	NA	"Gm28554"
"437"	"ENSMUSG00000101273"	NA	NA	NA	NA	"Gm28831"
"438"	"ENSMUSG00000101508"	NA	NA	NA	NA	"Gm28832"
"439"	"ENSMUSG00000100339"	NA	NA	NA	NA	"Gm21864"
"440"	"ENSMUSG00000099546"	NA	NA	NA	NA	"Gm21802"
"441"	"ENSMUSG00000101884"	NA	NA	NA	NA	"Gm28658"
"442"	"ENSMUSG00000100906"	NA	NA	NA	NA	"Gm29238"
"443"	"ENSMUSG00000100852"	NA	NA	NA	NA	"Gm29056"
"444"	"ENSMUSG00000100092"	NA	NA	NA	NA	"Gm21088"
"445"	"ENSMUSG00000100284"	NA	NA	NA	NA	"Gm29239"
"446"	"ENSMUSG00000099532"	NA	NA	NA	NA	"Gm29098"
"447"	"ENSMUSG00002075613"	NA	NA	NA	NA	"Gm54343"
"448"	"ENSMUSG00000118466"	NA	NA	NA	NA	"Gm21170"
"449"	"ENSMUSG00000100986"	NA	NA	NA	NA	"Gm21741"
"450"	"ENSMUSG00000102054"	NA	NA	NA	NA	"Gm29373"
"451"	"ENSMUSG00000101718"	NA	NA	NA	NA	"Gm20862"
"452"	"ENSMUSG00002076259"	NA	NA	NA	NA	"Gm54344"
"453"	"ENSMUSG00000101131"	NA	NA	NA	NA	"Gm29370"
"454"	"ENSMUSG00000099736"	NA	NA	NA	NA	"Gm20863"
"455"	"ENSMUSG00000099339"	NA	NA	NA	NA	"Gm21751"
"456"	"ENSMUSG00000101657"	NA	NA	NA	NA	"Gm20864"
"457"	"ENSMUSG00000100740"	NA	NA	NA	NA	"Gm29476"
"458"	"ENSMUSG00000099674"	NA	NA	NA	NA	"Gm29166"
"459"	"ENSMUSG00000100718"	NA	NA	NA	NA	"Gm21717"
"460"	"ENSMUSG00000101069"	NA	NA	NA	NA	"Gm28194"
"461"	"ENSMUSG00000100023"	NA	NA	NA	NA	"Gm28753"
"462"	"ENSMUSG00000099915"	NA	NA	NA	NA	"Gm21191"
"463"	"ENSMUSG00000100086"	NA	NA	NA	NA	"Gm21271"
"464"	"ENSMUSG00000100531"	NA	NA	NA	NA	"Gm28475"
"465"	"ENSMUSG00000099483"	NA	NA	NA	NA	"Gm28476"
"466"	"ENSMUSG00000101310"	NA	NA	NA	NA	"Gm21281"
"467"	"ENSMUSG00000101742"	NA	NA	NA	NA	"Gm21380"
"468"	"ENSMUSG00000100646"	NA	NA	NA	NA	"Gm28193"
"469"	"ENSMUSG00000100024"	NA	NA	NA	NA	"Gm21782"
"470"	"ENSMUSG00000099409"	NA	NA	NA	NA	"Gm28751"
"471"	"ENSMUSG00000099522"	NA	NA	NA	NA	"Gm28752"
"472"	"ENSMUSG00000100938"	NA	NA	NA	NA	"Gm28726"
"473"	"ENSMUSG00000101821"	NA	NA	NA	NA	"Gm21308"
"474"	"ENSMUSG00000101950"	NA	NA	NA	NA	"Gm29267"
"475"	"ENSMUSG00000099441"	NA	NA	NA	NA	"Gm29268"
"476"	"ENSMUSG00000102079"	NA	NA	NA	NA	"Gm21879"
"477"	"ENSMUSG00000100411"	NA	NA	NA	NA	"Gm29269"
"478"	"ENSMUSG00000100449"	NA	NA	NA	NA	"Gm28757"
"479"	"ENSMUSG00000100970"	NA	NA	NA	NA	"Gm29270"
"480"	"ENSMUSG00000101990"	NA	NA	NA	NA	"Gm20856"
"481"	"ENSMUSG00000099642"	NA	NA	NA	NA	"Gm28348"
"482"	"ENSMUSG00000101354"	NA	NA	NA	NA	"Gm28973"
"483"	"ENSMUSG00000101204"	NA	NA	NA	NA	"Gm29271"
"484"	"ENSMUSG00000101835"	NA	NA	NA	NA	"Gm21734"
"485"	"ENSMUSG00000102127"	NA	NA	NA	NA	"Gm28972"
"486"	"ENSMUSG00000099362"	NA	NA	NA	NA	"Gm28970"
"487"	"ENSMUSG00000099921"	NA	NA	NA	NA	"Gm28971"
"488"	"ENSMUSG00002076147"	NA	NA	NA	NA	"Gm54345"
"489"	"ENSMUSG00000100581"	NA	NA	NA	NA	"Gm21785"
"490"	"ENSMUSG00000095650"	"ENSDARG00000035697"	0	"ortholog_one2many"	"spinb"	"Gm20854"
"491"	"ENSMUSG00000099477"	NA	NA	NA	NA	"Gm28349"
"492"	"ENSMUSG00000102092"	NA	NA	NA	NA	"Gm21892"
"493"	"ENSMUSG00000101989"	NA	NA	NA	NA	"Gm28346"
"494"	"ENSMUSG00000100288"	NA	NA	NA	NA	"Gm28345"
"495"	"ENSMUSG00000099341"	NA	NA	NA	NA	"Gm29090"
"496"	"ENSMUSG00000101282"	NA	NA	NA	NA	"Gm28152"
"497"	"ENSMUSG00002075299"	NA	NA	NA	NA	"Gm54346"
"498"	"ENSMUSG00000101221"	NA	NA	NA	NA	"Gm21881"
"499"	"ENSMUSG00000099992"	NA	NA	NA	NA	"Gm21435"
"500"	"ENSMUSG00000101346"	NA	NA	NA	NA	"Gm29505"
"501"	"ENSMUSG00000101230"	NA	NA	NA	NA	"Gm21862"
"502"	"ENSMUSG00000102061"	NA	NA	NA	NA	"Gm28823"
"503"	"ENSMUSG00000100541"	NA	NA	NA	NA	"Gm28871"
"504"	"ENSMUSG00000101961"	NA	NA	NA	NA	"Gm28220"
"505"	"ENSMUSG00000099367"	NA	NA	NA	NA	"Gm29512"
"506"	"ENSMUSG00000099666"	NA	NA	NA	NA	"Gm29511"
"507"	"ENSMUSG00000100240"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm20820"
"508"	"ENSMUSG00000100331"	NA	NA	NA	NA	"Gm20880"
"509"	"ENSMUSG00000101347"	NA	NA	NA	NA	"Gm28219"
"510"	"ENSMUSG00000100390"	NA	NA	NA	NA	"Gm20881"
"511"	"ENSMUSG00000099824"	NA	NA	NA	NA	"Gm28218"
"512"	"ENSMUSG00000101263"	NA	NA	NA	NA	"Gm29121"
"513"	"ENSMUSG00002076549"	NA	NA	NA	NA	"Gm54347"
"514"	"ENSMUSG00000099986"	NA	NA	NA	NA	"Gm29120"
"515"	"ENSMUSG00000100116"	NA	NA	NA	NA	"Gm20861"
"516"	"ENSMUSG00000100118"	NA	NA	NA	NA	"Gm29117"
"517"	"ENSMUSG00000099524"	NA	NA	NA	NA	"Gm20860"
"518"	"ENSMUSG00000100854"	NA	NA	NA	NA	"Gm28057"
"519"	"ENSMUSG00000101092"	NA	NA	NA	NA	"Gm21796"
"520"	"ENSMUSG00000100817"	NA	NA	NA	NA	"Gm29302"
"521"	"ENSMUSG00000102122"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm20883"
"522"	"ENSMUSG00000099513"	NA	NA	NA	NA	"Gm29119"
"523"	"ENSMUSG00000101552"	NA	NA	NA	NA	"Gm29118"
"524"	"ENSMUSG00000102110"	NA	NA	NA	NA	"Gm28440"
"525"	"ENSMUSG00000100973"	NA	NA	NA	NA	"Gm29299"
"526"	"ENSMUSG00000100388"	NA	NA	NA	NA	"Gm29116"
"527"	"ENSMUSG00000100802"	NA	NA	NA	NA	"Gm20889"
"528"	"ENSMUSG00000099588"	NA	NA	NA	NA	"Gm29298"
"529"	"ENSMUSG00000101752"	NA	NA	NA	NA	"Gm20887"
"530"	"ENSMUSG00000100028"	NA	NA	NA	NA	"Gm29092"
"531"	"ENSMUSG00000100350"	NA	NA	NA	NA	"Gm29091"
"532"	"ENSMUSG00000099867"	NA	NA	NA	NA	"Gm29320"
"533"	"ENSMUSG00000101193"	NA	NA	NA	NA	"Gm21849"
"534"	"ENSMUSG00000100887"	NA	NA	NA	NA	"Gm29297"
"535"	"ENSMUSG00000100655"	NA	NA	NA	NA	"Gm21462"
"536"	"ENSMUSG00000101670"	NA	NA	NA	NA	"Gm21470"
"537"	"ENSMUSG00000100773"	NA	NA	NA	NA	"Gm28366"
"538"	"ENSMUSG00000100365"	NA	NA	NA	NA	"Gm29319"
"539"	"ENSMUSG00000099985"	NA	NA	NA	NA	"Gm28317"
"540"	"ENSMUSG00000099916"	NA	NA	NA	NA	"Gm28318"
"541"	"ENSMUSG00000101631"	NA	NA	NA	NA	"Gm20884"
"542"	"ENSMUSG00000099613"	NA	NA	NA	NA	"Gm28313"
"543"	"ENSMUSG00000101557"	NA	NA	NA	NA	"Gm28314"
"544"	"ENSMUSG00000101222"	NA	NA	NA	NA	"Gm28315"
"545"	"ENSMUSG00000101902"	NA	NA	NA	NA	"Gm29115"
"546"	"ENSMUSG00000102132"	NA	NA	NA	NA	"Gm21813"
"547"	"ENSMUSG00000100787"	NA	NA	NA	NA	"Gm28316"
"548"	"ENSMUSG00000100098"	NA	NA	NA	NA	"Gm21387"
"549"	"ENSMUSG00000099709"	NA	NA	NA	NA	"Gm21396"
"550"	"ENSMUSG00000101002"	NA	NA	NA	NA	"Gm28944"
"551"	"ENSMUSG00000099856"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm20906"
"552"	"ENSMUSG00000101019"	NA	NA	NA	NA	"Gm28943"
"553"	"ENSMUSG00000101241"	NA	NA	NA	NA	"Gm29111"
"554"	"ENSMUSG00000101684"	NA	NA	NA	NA	"Gm28946"
"555"	"ENSMUSG00000100695"	NA	NA	NA	NA	"Gm28110"
"556"	"ENSMUSG00000100820"	NA	NA	NA	NA	"Gm28945"
"557"	"ENSMUSG00000101866"	NA	NA	NA	NA	"Gm28109"
"558"	"ENSMUSG00000101931"	NA	NA	NA	NA	"Gm28108"
"559"	"ENSMUSG00000100355"	NA	NA	NA	NA	"Gm28107"
"560"	"ENSMUSG00000101646"	NA	NA	NA	NA	"Gm28106"
"561"	"ENSMUSG00000100947"	NA	NA	NA	NA	"Gm28949"
"562"	"ENSMUSG00000100461"	NA	NA	NA	NA	"Gm28948"
"563"	"ENSMUSG00000100746"	NA	NA	NA	NA	"Gm28716"
"564"	"ENSMUSG00000099675"	NA	NA	NA	NA	"Gm28717"
"565"	"ENSMUSG00000101770"	NA	NA	NA	NA	"Gm28718"
"566"	"ENSMUSG00000100248"	NA	NA	NA	NA	"Gm28950"
"567"	"ENSMUSG00000101623"	NA	NA	NA	NA	"Gm21245"
"568"	"ENSMUSG00000099643"	NA	NA	NA	NA	"Gm29162"
"569"	"ENSMUSG00000100996"	NA	NA	NA	NA	"Gm29169"
"570"	"ENSMUSG00000099777"	NA	NA	NA	NA	"Gm21777"
"571"	"ENSMUSG00000101515"	NA	NA	NA	NA	"Gm21899"
"572"	"ENSMUSG00000100930"	NA	NA	NA	NA	"Gm28866"
"573"	"ENSMUSG00000099559"	NA	NA	NA	NA	"Gm29063"
"574"	"ENSMUSG00000099637"	NA	NA	NA	NA	"Gm28737"
"575"	"ENSMUSG00000100440"	NA	NA	NA	NA	"Gm28405"
"576"	"ENSMUSG00000101494"	NA	NA	NA	NA	"Gm21792"
"577"	"ENSMUSG00000099565"	NA	NA	NA	NA	"Gm28738"
"578"	"ENSMUSG00000099649"	NA	NA	NA	NA	"Gm28406"
"579"	"ENSMUSG00000100343"	NA	NA	NA	NA	"Gm20923"
"580"	"ENSMUSG00000100391"	NA	NA	NA	NA	"Gm28978"
"581"	"ENSMUSG00000101984"	NA	NA	NA	NA	"Gm29436"
"582"	"ENSMUSG00000099494"	NA	NA	NA	NA	"Gm28197"
"583"	"ENSMUSG00000100637"	NA	NA	NA	NA	"Gm20819"
"584"	"ENSMUSG00000102044"	NA	NA	NA	NA	"Gm21249"
"585"	"ENSMUSG00000101850"	NA	NA	NA	NA	"Gm29437"
"586"	"ENSMUSG00000099745"	NA	NA	NA	NA	"Gm28736"
"587"	"ENSMUSG00000099436"	NA	NA	NA	NA	"Gm28977"
"588"	"ENSMUSG00000101883"	NA	NA	NA	NA	"Gm21840"
"589"	"ENSMUSG00000100067"	NA	NA	NA	NA	"Gm28407"
"590"	"ENSMUSG00000100818"	NA	NA	NA	NA	"Gm21287"
"591"	"ENSMUSG00000099529"	NA	NA	NA	NA	"Gm29390"
"592"	"ENSMUSG00000102022"	NA	NA	NA	NA	"Gm28735"
"593"	"ENSMUSG00000101497"	NA	NA	NA	NA	"Gm29391"
"594"	"ENSMUSG00000100870"	NA	NA	NA	NA	"Gm21720"
"595"	"ENSMUSG00000101694"	NA	NA	NA	NA	"Gm29392"
"596"	"ENSMUSG00000100492"	NA	NA	NA	NA	"Gm28672"
"597"	"ENSMUSG00000099725"	NA	NA	NA	NA	"Gm28734"
"598"	"ENSMUSG00000100403"	NA	NA	NA	NA	"Gm21838"
"599"	"ENSMUSG00000100853"	NA	NA	NA	NA	"Gm28232"
"600"	"ENSMUSG00000099982"	NA	NA	NA	NA	"Gm28670"
"601"	"ENSMUSG00000100036"	NA	NA	NA	NA	"Gm28671"
"602"	"ENSMUSG00000099506"	NA	NA	NA	NA	"Gm28732"
"603"	"ENSMUSG00000101402"	NA	NA	NA	NA	"Gm28673"
"604"	"ENSMUSG00000100584"	NA	NA	NA	NA	"Gm28733"
"605"	"ENSMUSG00000100574"	NA	NA	NA	NA	"Gm28674"
"606"	"ENSMUSG00000101987"	NA	NA	NA	NA	"Gm21268"
"607"	"ENSMUSG00000100072"	NA	NA	NA	NA	"Gm21275"
"608"	"ENSMUSG00000101570"	NA	NA	NA	NA	"Gm28233"
"609"	"ENSMUSG00000101885"	NA	NA	NA	NA	"Gm28235"
"610"	"ENSMUSG00000100095"	NA	NA	NA	NA	"Gm28234"
"611"	"ENSMUSG00000101420"	NA	NA	NA	NA	"Gm21902"
"612"	"ENSMUSG00000100270"	NA	NA	NA	NA	"Gm21803"
"613"	"ENSMUSG00000102011"	NA	NA	NA	NA	"Gm28930"
"614"	"ENSMUSG00000100246"	NA	NA	NA	NA	"Gm20879"
"615"	"ENSMUSG00000099654"	NA	NA	NA	NA	"Gm28236"
"616"	"ENSMUSG00000100834"	NA	NA	NA	NA	"Gm21285"
"617"	"ENSMUSG00000100533"	NA	NA	NA	NA	"Gm29504"
"618"	"ENSMUSG00000094729"	"ENSDARG00000035697"	0	"ortholog_one2many"	"spinb"	"Gm20747"
"619"	"ENSMUSG00000100332"	NA	NA	NA	NA	"Gm29250"
"620"	"ENSMUSG00000100678"	NA	NA	NA	NA	"Gm29251"
"621"	"ENSMUSG00000100507"	NA	NA	NA	NA	"Gm21906"
"622"	"ENSMUSG00000101547"	NA	NA	NA	NA	"Gm29252"
"623"	"ENSMUSG00000100401"	NA	NA	NA	NA	"Gm29248"
"624"	"ENSMUSG00000101992"	NA	NA	NA	NA	"Gm29249"
"625"	"ENSMUSG00000101367"	NA	NA	NA	NA	"Gm29484"
"626"	"ENSMUSG00000101665"	NA	NA	NA	NA	"Gm21920"
"627"	"ENSMUSG00000100778"	NA	NA	NA	NA	"Gm28908"
"628"	"ENSMUSG00000100835"	NA	NA	NA	NA	"Gm28907"
"629"	"ENSMUSG00000101446"	NA	NA	NA	NA	"Gm21749"
"630"	"ENSMUSG00000100045"	"ENSDARG00000013438"	0	"ortholog_one2many"	"sycp3"	"Gm20929"
"631"	"ENSMUSG00000101018"	NA	NA	NA	NA	"Gm28910"
"632"	"ENSMUSG00000101178"	NA	NA	NA	NA	"Gm28909"
"633"	"ENSMUSG00000101566"	NA	NA	NA	NA	"Gm28276"
"634"	"ENSMUSG00000101190"	NA	NA	NA	NA	"Gm28274"
"635"	"ENSMUSG00000099942"	NA	NA	NA	NA	"Gm28275"
"636"	"ENSMUSG00000100864"	NA	NA	NA	NA	"Gm21302"
"637"	"ENSMUSG00000101368"	NA	NA	NA	NA	"Gm28290"
"638"	"ENSMUSG00000099682"	NA	NA	NA	NA	"Gm28292"
"639"	"ENSMUSG00000100227"	NA	NA	NA	NA	"Gm28291"
"640"	"ENSMUSG00000099456"	NA	NA	NA	NA	"Gm28293"
"641"	"ENSMUSG00000099594"	NA	NA	NA	NA	"Gm21740"
"642"	"ENSMUSG00000101267"	NA	NA	NA	NA	"Gm21912"
"643"	"ENSMUSG00000101783"	NA	NA	NA	NA	"Gm28698"
"644"	"ENSMUSG00000099466"	NA	NA	NA	NA	"Gm29304"
"645"	"ENSMUSG00000100089"	NA	NA	NA	NA	"Gm29305"
"646"	"ENSMUSG00000101542"	NA	NA	NA	NA	"Gm29303"
"647"	"ENSMUSG00000096518"	NA	NA	NA	NA	"Gm21894"
"648"	"ENSMUSG00000099509"	NA	NA	NA	NA	"Gm29307"
"649"	"ENSMUSG00000100424"	NA	NA	NA	NA	"Gm29557"
"650"	"ENSMUSG00002076770"	NA	NA	NA	NA	"Gm54348"
"651"	"ENSMUSG00000101490"	NA	NA	NA	NA	"Gm20927"
"652"	"ENSMUSG00000099993"	NA	NA	NA	NA	"Gm20930"
"653"	"ENSMUSG00000101534"	NA	NA	NA	NA	"Gm29306"
"654"	"ENSMUSG00000101364"	NA	NA	NA	NA	"Gm29300"
"655"	"ENSMUSG00000101422"	NA	NA	NA	NA	"Gm29301"
"656"	"ENSMUSG00000100184"	NA	NA	NA	NA	"Gm29558"
"657"	"ENSMUSG00000101967"	NA	NA	NA	NA	"Gm29555"
"658"	"ENSMUSG00000102035"	NA	NA	NA	NA	"Gm21733"
"659"	"ENSMUSG00000101228"	NA	NA	NA	NA	"Gm21330"
"660"	"ENSMUSG00000101723"	NA	NA	NA	NA	"Gm28355"
"661"	"ENSMUSG00000102056"	NA	NA	NA	NA	"Gm28354"
"662"	"ENSMUSG00000100052"	NA	NA	NA	NA	"Gm28353"
"663"	"ENSMUSG00000099442"	NA	NA	NA	NA	"Gm28352"
"664"	"ENSMUSG00000101148"	NA	NA	NA	NA	"Gm28200"
"665"	"ENSMUSG00000101580"	NA	NA	NA	NA	"Gm28201"
"666"	"ENSMUSG00000100054"	NA	NA	NA	NA	"Gm28202"
"667"	"ENSMUSG00000100207"	NA	NA	NA	NA	"Gm28203"
"668"	"ENSMUSG00000100142"	NA	NA	NA	NA	"Gm21340"
"669"	"ENSMUSG00000100889"	NA	NA	NA	NA	"Gm28204"
"670"	"ENSMUSG00000099607"	NA	NA	NA	NA	"Gm28205"
"671"	"ENSMUSG00000100242"	NA	NA	NA	NA	"Gm28206"
"672"	"ENSMUSG00000100167"	NA	NA	NA	NA	"Gm28207"
"673"	"ENSMUSG00000100144"	NA	NA	NA	NA	"Gm28208"
"674"	"ENSMUSG00000102103"	NA	NA	NA	NA	"Gm21851"
"675"	"ENSMUSG00000099527"	NA	NA	NA	NA	"Gm21819"
"676"	"ENSMUSG00000101045"	NA	NA	NA	NA	"Gm29224"
"677"	"ENSMUSG00000099920"	NA	NA	NA	NA	"Gm29223"
"678"	"ENSMUSG00000101021"	NA	NA	NA	NA	"Gm29222"
"679"	"ENSMUSG00000099485"	NA	NA	NA	NA	"Gm29221"
"680"	"ENSMUSG00000099548"	NA	NA	NA	NA	"Gm29220"
"681"	"ENSMUSG00000096875"	NA	NA	NA	NA	"Gm21815"
"682"	"ENSMUSG00000101891"	NA	NA	NA	NA	"Gm29132"
"683"	"ENSMUSG00000100238"	NA	NA	NA	NA	"Gm21450"
"684"	"ENSMUSG00000101103"	NA	NA	NA	NA	"Gm21843"
"685"	"ENSMUSG00000099866"	NA	NA	NA	NA	"Gm28889"
"686"	"ENSMUSG00000101910"	NA	NA	NA	NA	"Gm28691"
"687"	"ENSMUSG00000100579"	NA	NA	NA	NA	"Gm28692"
"688"	"ENSMUSG00000094217"	NA	NA	NA	NA	"Gm20794"
"689"	"ENSMUSG00000100057"	NA	NA	NA	NA	"Gm28690"
"690"	"ENSMUSG00000101592"	NA	NA	NA	NA	"Gm28689"
"691"	"ENSMUSG00000100609"	NA	NA	NA	NA	"Gm28687"
"692"	"ENSMUSG00000101993"	NA	NA	NA	NA	"Gm20987"
"693"	"ENSMUSG00000099935"	NA	NA	NA	NA	"Gm21918"
"694"	"ENSMUSG00000100012"	NA	NA	NA	NA	"Gm29207"
"695"	"ENSMUSG00000099836"	NA	NA	NA	NA	"Gm29204"
"696"	"ENSMUSG00000100575"	NA	NA	NA	NA	"Gm21489"
"697"	"ENSMUSG00000101676"	NA	NA	NA	NA	"Gm21832"
"698"	"ENSMUSG00000101510"	NA	NA	NA	NA	"Gm21573"
"699"	"ENSMUSG00000100404"	NA	NA	NA	NA	"Gm21577"
"700"	"ENSMUSG00000099865"	NA	NA	NA	NA	"Gm29206"
"701"	"ENSMUSG00000100474"	NA	NA	NA	NA	"Gm29614"
"702"	"ENSMUSG00000100757"	NA	NA	NA	NA	"Gm29613"
"703"	"ENSMUSG00000100606"	NA	NA	NA	NA	"Gm29612"
"704"	"ENSMUSG00000101170"	NA	NA	NA	NA	"Gm29343"
