"ensembl_gene_id"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"external_gene_name"
"342"	"ENSDARG00000027826"	"ENSMUSG00000048875"	"Pudp"	"pudp"
"343"	"ENSDARG00000010408"	NA	NA	NA
"344"	"ENSDARG00000054031"	"ENSMUSG00000037235"	"Mxd4"	"MXD4"
"345"	"ENSDARG00000062987"	"ENSMUSG00000056310"	"Tyw1"	"tyw1"
"346"	"ENSDARG00000004296"	"ENSMUSG00000028356"	"Ambp"	"ambp"
"347"	"ENSDARG00000039880"	"ENSMUSG00000007656"	"Arpp19"	"arpp19b"
"348"	"ENSDARG00000035860"	"ENSMUSG00000067288"	"Rps28"	"rps28"
"349"	"ENSDARG00000041078"	"ENSMUSG00000024843"	"Chka"	"chka"
"350"	"ENSDARG00000023298"	NA	NA	"rps27.1"
"351"	"ENSDARG00000104332"	"ENSMUSG00000061048"	"Cdh3"	NA
"352"	"ENSDARG00000075112"	NA	NA	"tacr3a"
"353"	"ENSDARG00000002219"	NA	NA	NA
"354"	"ENSDARG00000098889"	NA	NA	NA
"355"	"ENSDARG00000079391"	NA	NA	"mrpl42"
"356"	"ENSDARG00000074306"	"ENSMUSG00000042243"	"BC051665"	"wu:fa26c03"
"357"	"ENSDARG00000074306"	"ENSMUSG00000074874"	"Ctla2b"	"wu:fa26c03"
"358"	"ENSDARG00000074306"	"ENSMUSG00000021439"	"Ctsq"	"wu:fa26c03"
"359"	"ENSDARG00000074306"	"ENSMUSG00000021441"	"Cts6"	"wu:fa26c03"
"360"	"ENSDARG00000074306"	"ENSMUSG00000074870"	"Cts3"	"wu:fa26c03"
"361"	"ENSDARG00000074306"	"ENSMUSG00000055679"	"Ctsr"	"wu:fa26c03"
"362"	"ENSDARG00000074306"	"ENSMUSG00000057446"	"Cts8"	"wu:fa26c03"
"363"	"ENSDARG00000074306"	"ENSMUSG00000044258"	"Ctla2a"	"wu:fa26c03"
"364"	"ENSDARG00000074306"	"ENSMUSG00000055298"	"Ctsj"	"wu:fa26c03"
"365"	"ENSDARG00000074306"	"ENSMUSG00000021477"	"Ctsl"	"wu:fa26c03"
"366"	"ENSDARG00000074306"	"ENSMUSG00000074871"	"Ctsm"	"wu:fa26c03"
"367"	"ENSDARG00000074306"	"ENSMUSG00000021440"	"Cts7"	"wu:fa26c03"
"368"	"ENSDARG00000074306"	"ENSMUSG00000056728"	"Ctsll3"	"wu:fa26c03"
"369"	"ENSDARG00000074306"	"ENSMUSG00000050345"	"4930486L24Rik"	"wu:fa26c03"
"370"	"ENSDARG00000093010"	NA	NA	NA
"371"	"ENSDARG00000096588"	NA	NA	NA
"372"	"ENSDARG00000105603"	NA	NA	NA
"373"	"ENSDARG00000093645"	NA	NA	NA
"374"	"ENSDARG00000040021"	"ENSMUSG00000022339"	"Ebag9"	"ebag9"
"375"	"ENSDARG00000036893"	"ENSMUSG00000039109"	"F13a1"	"f13a1b"
"376"	"ENSDARG00000013266"	"ENSMUSG00000036655"	"Colec11"	"colec11"
"377"	"ENSDARG00000042937"	"ENSMUSG00000045004"	"Spata21"	NA
"378"	"ENSDARG00000111173"	NA	NA	NA
"379"	"ENSDARG00000094473"	NA	NA	NA
"380"	"ENSDARG00000071377"	NA	NA	"hsd11b1la"
"381"	"ENSDARG00000025671"	"ENSMUSG00000000617"	"Grm6"	"grm6b"
"382"	"ENSDARG00000092630"	NA	NA	NA
"383"	"ENSDARG00000035018"	"ENSMUSG00000032011"	"Thy1"	"thy1"
"384"	"ENSDARG00000039173"	"ENSMUSG00000042243"	"BC051665"	NA
"385"	"ENSDARG00000039173"	"ENSMUSG00000074874"	"Ctla2b"	NA
"386"	"ENSDARG00000039173"	"ENSMUSG00000021439"	"Ctsq"	NA
"387"	"ENSDARG00000039173"	"ENSMUSG00000021441"	"Cts6"	NA
"388"	"ENSDARG00000039173"	"ENSMUSG00000074870"	"Cts3"	NA
"389"	"ENSDARG00000039173"	"ENSMUSG00000055679"	"Ctsr"	NA
"390"	"ENSDARG00000039173"	"ENSMUSG00000057446"	"Cts8"	NA
"391"	"ENSDARG00000039173"	"ENSMUSG00000044258"	"Ctla2a"	NA
"392"	"ENSDARG00000039173"	"ENSMUSG00000055298"	"Ctsj"	NA
"393"	"ENSDARG00000039173"	"ENSMUSG00000021477"	"Ctsl"	NA
"394"	"ENSDARG00000039173"	"ENSMUSG00000074871"	"Ctsm"	NA
"395"	"ENSDARG00000039173"	"ENSMUSG00000021440"	"Cts7"	NA
"396"	"ENSDARG00000039173"	"ENSMUSG00000056728"	"Ctsll3"	NA
"397"	"ENSDARG00000039173"	"ENSMUSG00000050345"	"4930486L24Rik"	NA
"398"	"ENSDARG00000037196"	NA	NA	NA
"399"	"ENSDARG00000032264"	"ENSMUSG00000017861"	"Mybl2"	"mybl2b"
"400"	"ENSDARG00000025325"	"ENSMUSG00000031971"	"Ccsap"	"CCSAP"
"401"	"ENSDARG00000097542"	NA	NA	NA
"402"	"ENSDARG00000054184"	NA	NA	"btr06"
"403"	"ENSDARG00000056331"	"ENSMUSG00000027893"	"Ahcyl1"	"ahcyl1"
"404"	"ENSDARG00000102080"	"ENSMUSG00000020743"	"Mif4gd"	"mif4gda"
"405"	"ENSDARG00000069888"	"ENSMUSG00000008843"	"Cldn13"	"cldna"
"406"	"ENSDARG00000069888"	"ENSMUSG00000047501"	"Cldn4"	"cldna"
"407"	"ENSDARG00000038363"	"ENSMUSG00000025496"	"Drd4"	"drd4a"
"408"	"ENSDARG00000010472"	"ENSMUSG00000007097"	"Atp1a2"	"atp1a2a"
"409"	"ENSDARG00000040643"	"ENSMUSG00000044052"	"Ccr10"	"ccr10"
"410"	"ENSDARG00000075673"	"ENSMUSG00000036591"	"Arhgap21"	"ARHGAP21"
"411"	"ENSDARG00000017422"	"ENSMUSG00000033096"	"Apmap"	"apmap"
"412"	"ENSDARG00000095804"	NA	NA	NA
"413"	"ENSDARG00000077318"	NA	NA	NA
"414"	"ENSDARG00000097032"	NA	NA	NA
"415"	"ENSDARG00000092535"	NA	NA	"si:dkey-242h9.5"
"416"	"ENSDARG00000096638"	NA	NA	NA
"417"	"ENSDARG00000063390"	"ENSMUSG00000071552"	"Tigit"	"pvrl2l"
"418"	"ENSDARG00000063390"	"ENSMUSG00000040511"	"Pvr"	"pvrl2l"
"419"	"ENSDARG00000063390"	"ENSMUSG00000053182"	"Cd200l1"	"pvrl2l"
"420"	"ENSDARG00000063390"	"ENSMUSG00000116542"	"Cd200l2"	"pvrl2l"
"421"	"ENSDARG00000063390"	"ENSMUSG00000062300"	"Nectin2"	"pvrl2l"
"422"	"ENSDARG00000026403"	"ENSMUSG00000031209"	"Heph"	"HEPH"
"423"	"ENSDARG00000062108"	"ENSMUSG00000038271"	"Iffo1"	"IFFO1"
"424"	"ENSDARG00000076830"	NA	NA	NA
"425"	"ENSDARG00000042726"	"ENSMUSG00000019312"	"Grb7"	"GRB7"
"426"	"ENSDARG00000075030"	NA	NA	"stx10"
"427"	"ENSDARG00000103155"	NA	NA	"ext1a"
"428"	"ENSDARG00000019235"	NA	NA	"sema3aa"
"429"	"ENSDARG00000075952"	"ENSMUSG00000024513"	"Mbd2"	"mbd2"
"430"	"ENSDARG00000055472"	"ENSMUSG00000022503"	"Nubp1"	"nubp1"
"431"	"ENSDARG00000088293"	"ENSMUSG00000020848"	"Doc2b"	"DOC2B"
"432"	"ENSDARG00000101050"	"ENSMUSG00000050106"	"Tmc8"	"TMC8"
"433"	"ENSDARG00000097953"	NA	NA	"si:ch211-277g23.5"
"434"	"ENSDARG00000030867"	NA	NA	"opn7c"
"435"	"ENSDARG00000053383"	"ENSMUSG00000075334"	"Rprm"	"rprma"
"436"	"ENSDARG00000056921"	"ENSMUSG00000032257"	"Ankk1"	"ankk1"
"437"	"ENSDARG00000042057"	"ENSMUSG00000053286"	"Trmt1l"	"TRMT1L"
"438"	"ENSDARG00000105459"	NA	NA	NA
"439"	"ENSDARG00000100906"	NA	NA	"si:dkey-23a13.20"
"440"	"ENSDARG00000088764"	"ENSMUSG00000039246"	"Lyplal1"	"lyplal1"
"441"	"ENSDARG00000033754"	"ENSMUSG00000040302"	"Rbm48"	"rbm48"
"442"	"ENSDARG00000002184"	"ENSMUSG00000031221"	"Igbp1"	"igbp1"
"443"	"ENSDARG00000002184"	"ENSMUSG00000046717"	"Igbp1b"	"igbp1"
"444"	"ENSDARG00000093450"	NA	NA	NA
"445"	"ENSDARG00000015681"	"ENSMUSG00000057177"	"Gsk3a"	"gsk3ab"
"446"	"ENSDARG00000092078"	NA	NA	NA
"447"	"ENSDARG00000105359"	NA	NA	NA
"448"	"ENSDARG00000079665"	"ENSMUSG00000045967"	"Gpr158"	"GPR158"
"449"	"ENSDARG00000021702"	NA	NA	"pdcd4a"
"450"	"ENSDARG00000096968"	NA	NA	NA
"451"	"ENSDARG00000070846"	"ENSMUSG00000069565"	"Dazap1"	"dazap1"
"452"	"ENSDARG00000070507"	"ENSMUSG00000027748"	"Trpc4"	"trpc4a"
"453"	"ENSDARG00000009754"	"ENSMUSG00000102976"	"Zc3h11a"	"zc3h11a"
"454"	"ENSDARG00000009754"	"ENSMUSG00000056912"	"1700017N19Rik"	"zc3h11a"
"455"	"ENSDARG00000077124"	NA	NA	NA
"456"	"ENSDARG00000101124"	NA	NA	NA
"457"	"ENSDARG00000067828"	NA	NA	NA
"458"	"ENSDARG00000004184"	"ENSMUSG00000020716"	"Nf1"	"NF1"
"459"	"ENSDARG00000063155"	"ENSMUSG00000028436"	"Dcaf12"	"dcaf12"
"460"	"ENSDARG00000096606"	NA	NA	NA
"461"	"ENSDARG00000033444"	NA	NA	"map4k6"
"462"	"ENSDARG00000088861"	"ENSMUSG00000058246"	"Krbox5"	NA
"463"	"ENSDARG00000079453"	"ENSMUSG00000060131"	"Atp8b4"	"ATP8B4"
"464"	"ENSDARG00000042825"	"ENSMUSG00000058761"	"Rnf169"	"rnf169"
"465"	"ENSDARG00000100423"	NA	NA	NA
"466"	"ENSDARG00000060036"	"ENSMUSG00000028029"	"Aimp1"	"aimp1a"
"467"	"ENSDARG00000020926"	"ENSMUSG00000028466"	"Creb3"	"creb3l3l"
"468"	"ENSDARG00000104656"	"ENSMUSG00000074272"	"Ceacam1"	NA
"469"	"ENSDARG00000104656"	"ENSMUSG00000030368"	"Ceacam11"	NA
"470"	"ENSDARG00000104656"	"ENSMUSG00000014686"	"Ceacam16"	NA
"471"	"ENSDARG00000104656"	"ENSMUSG00000054385"	"Ceacam2"	NA
"472"	"ENSDARG00000104656"	"ENSMUSG00000004542"	"Psg19"	NA
"473"	"ENSDARG00000104656"	"ENSMUSG00000011350"	"Gm5893"	NA
"474"	"ENSDARG00000104656"	"ENSMUSG00000070799"	"Psg26"	NA
"475"	"ENSDARG00000104656"	"ENSMUSG00000074359"	"Psg23"	NA
"476"	"ENSDARG00000104656"	"ENSMUSG00000008789"	"Ceacam5"	NA
"477"	"ENSDARG00000104656"	"ENSMUSG00000030366"	"Ceacam12"	NA
"478"	"ENSDARG00000104656"	"ENSMUSG00000004540"	"Psg17"	NA
"479"	"ENSDARG00000104656"	"ENSMUSG00000066760"	"Psg16"	NA
"480"	"ENSDARG00000104656"	"ENSMUSG00000078795"	"Ceacam15"	NA
"481"	"ENSDARG00000104656"	"ENSMUSG00000003505"	"Psg18"	NA
"482"	"ENSDARG00000104656"	"ENSMUSG00000030373"	"Psg28"	NA
"483"	"ENSDARG00000104656"	"ENSMUSG00000070777"	"Ceacam20"	NA
"484"	"ENSDARG00000104656"	"ENSMUSG00000007209"	"Ceacam9"	NA
"485"	"ENSDARG00000104656"	"ENSMUSG00000063305"	"Psg20"	NA
"486"	"ENSDARG00000104656"	"ENSMUSG00000053228"	"Ceacam3"	NA
"487"	"ENSDARG00000104656"	"ENSMUSG00000023159"	"Psg29"	NA
"488"	"ENSDARG00000104656"	"ENSMUSG00000044903"	"Psg22"	NA
"489"	"ENSDARG00000104656"	"ENSMUSG00000057195"	"Ceacam13"	NA
"490"	"ENSDARG00000104656"	"ENSMUSG00000023185"	"Ceacam14"	NA
"491"	"ENSDARG00000104656"	"ENSMUSG00000070797"	"Psg27"	NA
"492"	"ENSDARG00000104656"	"ENSMUSG00000030472"	"Ceacam18"	NA
"493"	"ENSDARG00000104656"	"ENSMUSG00000054169"	"Ceacam10"	NA
"494"	"ENSDARG00000104656"	"ENSMUSG00000070798"	"Psg25"	NA
"495"	"ENSDARG00000104656"	"ENSMUSG00000070796"	"Psg21"	NA
"496"	"ENSDARG00000104656"	"ENSMUSG00000078793"	"Ceacam23"	NA
"497"	"ENSDARG00000091901"	NA	NA	"si:dkey-25c4.1"
"498"	"ENSDARG00000019098"	"ENSMUSG00000027215"	"Cd82"	"cd82a"
"499"	"ENSDARG00000016897"	"ENSMUSG00000034391"	"Fbxo15"	NA
"500"	"ENSDARG00000037962"	"ENSMUSG00000026750"	"Psmb7"	"psmb7"
"501"	"ENSDARG00000096996"	NA	NA	NA
"502"	"ENSDARG00000003533"	"ENSMUSG00000068196"	"Col8a1"	"COL8A1"
"503"	"ENSDARG00000015566"	"ENSMUSG00000020661"	"Dnmt3a"	"dnmt3ab"
"504"	"ENSDARG00000115281"	NA	NA	NA
"505"	"ENSDARG00000114405"	NA	NA	"zgc:194989"
"506"	"ENSDARG00000020788"	"ENSMUSG00000027636"	"Sla2"	"sla2b"
"507"	"ENSDARG00000098428"	NA	NA	"asic1c"
"508"	"ENSDARG00000097460"	NA	NA	NA
"509"	"ENSDARG00000069245"	"ENSMUSG00000020583"	"Matn3"	"matn3a"
"510"	"ENSDARG00000004597"	"ENSMUSG00000047085"	"Lrrc4b"	"LRRC4B"
"511"	"ENSDARG00000009350"	"ENSMUSG00000022663"	"Atg3"	"atg3"
"512"	"ENSDARG00000010956"	"ENSMUSG00000037062"	"Sh3glb1"	"sh3glb1b"
"513"	"ENSDARG00000098260"	NA	NA	NA
"514"	"ENSDARG00000099535"	NA	NA	NA
"515"	"ENSDARG00000100139"	NA	NA	NA
"516"	"ENSDARG00000076966"	"ENSMUSG00000030680"	"Pagr1a"	"pagr1"
"517"	"ENSDARG00000076966"	"ENSMUSG00000107068"	"Gm42742"	"pagr1"
"518"	"ENSDARG00000042252"	"ENSMUSG00000040731"	"Eif4h"	"eif4h"
"519"	"ENSDARG00000042151"	"ENSMUSG00000029050"	"Ski"	"skia"
"520"	"ENSDARG00000018898"	NA	NA	"zfand5a"
"521"	"ENSDARG00000004274"	NA	NA	"zgc:112496"
"522"	"ENSDARG00000018008"	"ENSMUSG00000025963"	"Mdh1b"	"mdh1b"
"523"	"ENSDARG00000103802"	NA	NA	NA
"524"	"ENSDARG00000052164"	"ENSMUSG00000044452"	"Zfp507"	"ZNF507"
"525"	"ENSDARG00000071548"	"ENSMUSG00000022426"	"Josd1"	"josd1"
"526"	"ENSDARG00000046141"	"ENSMUSG00000029559"	"2210016L21Rik"	"zgc:162025"
"527"	"ENSDARG00000036080"	"ENSMUSG00000037706"	"Cd81"	"cd81a"
"528"	"ENSDARG00000041802"	"ENSMUSG00000030788"	"Rnf141"	"rnf141"
"529"	"ENSDARG00000096747"	NA	NA	NA
"530"	"ENSDARG00000071679"	"ENSMUSG00000019579"	"Mydgf"	"mydgf"
"531"	"ENSDARG00000079438"	"ENSMUSG00000054065"	"Pkp3"	"PKP3"
"532"	"ENSDARG00000086457"	"ENSMUSG00000044469"	"Tnfaip8l1"	"tnfaip8l1"
"533"	"ENSDARG00000032552"	"ENSMUSG00000023307"	"Marchf5"	"marchf5"
"534"	"ENSDARG00000097736"	NA	NA	NA
"535"	"ENSDARG00000101910"	NA	NA	"pcdh20"
"536"	"ENSDARG00000058815"	"ENSMUSG00000023000"	"Dhh"	"ihhb"
"537"	"ENSDARG00000013076"	"ENSMUSG00000026739"	"Bmi1"	"bmi1b"
"538"	"ENSDARG00000044626"	"ENSMUSG00000030613"	"Ccdc90b"	"ccdc90b"
"539"	"ENSDARG00000015862"	"ENSMUSG00000058558"	"Rpl5"	"rpl5b"
"540"	"ENSDARG00000096017"	NA	NA	NA
"541"	"ENSDARG00000014790"	"ENSMUSG00000029405"	"G3bp2"	"g3bp2a"
"542"	"ENSDARG00000071396"	"ENSMUSG00000013701"	"Timm23"	"timm23a"
"543"	"ENSDARG00000061791"	"ENSMUSG00000051228"	"Nyx"	"nyx"
"544"	"ENSDARG00000068993"	NA	NA	"zgc:153631"
"545"	"ENSDARG00000075072"	"ENSMUSG00000034032"	"Rpap1"	"RPAP1"
"546"	"ENSDARG00000097687"	NA	NA	NA
"547"	"ENSDARG00000056531"	"ENSMUSG00000008450"	"Nutf2"	"nutf2"
"548"	"ENSDARG00000056531"	"ENSMUSG00000071497"	"Nutf2-ps1"	"nutf2"
"549"	"ENSDARG00000011240"	"ENSMUSG00000002031"	"Ift46"	"ift46"
"550"	"ENSDARG00000061185"	"ENSMUSG00000005982"	"Naa60"	"nat15"
"551"	"ENSDARG00000095132"	NA	NA	NA
"552"	"ENSDARG00000059423"	"ENSMUSG00000039126"	"Prune2"	"prune2"
"553"	"ENSDARG00000036787"	NA	NA	"tap2a"
"554"	"ENSDARG00000079221"	"ENSMUSG00000047592"	"Nxpe5"	NA
"555"	"ENSDARG00000045857"	"ENSMUSG00000024081"	"Cebpz"	"cebpz"
"556"	"ENSDARG00000094301"	NA	NA	NA
"557"	"ENSDARG00000114873"	NA	NA	NA
"558"	"ENSDARG00000103707"	NA	NA	NA
"559"	"ENSDARG00000097437"	NA	NA	NA
"560"	"ENSDARG00000077299"	"ENSMUSG00000022792"	"Yars2"	"yars2"
"561"	"ENSDARG00000115333"	NA	NA	NA
"562"	"ENSDARG00000115584"	NA	NA	NA
"563"	"ENSDARG00000033134"	"ENSMUSG00000024082"	"Ndufaf7"	"ndufaf7"
"564"	"ENSDARG00000004433"	"ENSMUSG00000031264"	"Btk"	"BTK"
"565"	"ENSDARG00000002994"	"ENSMUSG00000003752"	"Itpkc"	NA
"566"	"ENSDARG00000022177"	"ENSMUSG00000026404"	"Ddx59"	"ddx59"
"567"	"ENSDARG00000036382"	NA	NA	"ponzr6"
"568"	"ENSDARG00000030311"	"ENSMUSG00000060332"	"Tmc2"	"tmc2b"
"569"	"ENSDARG00000003420"	"ENSMUSG00000035594"	"Chrna5"	"chrna5"
"570"	"ENSDARG00000060124"	"ENSMUSG00000031158"	"Timm17b"	"timm17b"
"571"	"ENSDARG00000045874"	"ENSMUSG00000020171"	"Yeats4"	"yeats4"
"572"	"ENSDARG00000075666"	NA	NA	NA
"573"	"ENSDARG00000044895"	"ENSMUSG00000041559"	"Fmod"	"fmoda"
"574"	"ENSDARG00000041546"	"ENSMUSG00000090523"	"Gypc"	"gypc"
"575"	"ENSDARG00000045691"	"ENSMUSG00000022635"	"Zcrb1"	"zcrb1"
"576"	"ENSDARG00000098652"	"ENSMUSG00000034755"	"Pcdh11x"	"PCDH11Y"
"577"	"ENSDARG00000100468"	NA	NA	NA
"578"	"ENSDARG00000101459"	NA	NA	NA
"579"	"ENSDARG00000017675"	"ENSMUSG00000041438"	"Utp4"	"utp4"
"580"	"ENSDARG00000089513"	NA	NA	"pimr187"
"581"	"ENSDARG00000096118"	"ENSMUSG00000038803"	"Ost4"	"ost4"
"582"	"ENSDARG00000087814"	"ENSMUSG00000034739"	"Mfrp"	"MFRP"
"583"	"ENSDARG00000101715"	"ENSMUSG00000020604"	"Arsg"	"arsg"
"584"	"ENSDARG00000095555"	NA	NA	NA
"585"	"ENSDARG00000022918"	"ENSMUSG00000036430"	"Tbcc"	"tbcc"
"586"	"ENSDARG00000094135"	NA	NA	NA
"587"	"ENSDARG00000068602"	"ENSMUSG00000019039"	"Dalrd3"	"dalrd3"
"588"	"ENSDARG00000002912"	"ENSMUSG00000026457"	"Adipor1"	"adipor1a"
"589"	"ENSDARG00000103395"	"ENSMUSG00000028849"	"Map7d1"	NA
"590"	"ENSDARG00000079377"	"ENSMUSG00000040969"	"Arhgef38"	"ARHGEF38"
"591"	"ENSDARG00000016345"	"ENSMUSG00000039804"	"Ncoa5"	"ncoa5"
"592"	"ENSDARG00000091317"	NA	NA	NA
"593"	"ENSDARG00000096726"	NA	NA	NA
"594"	"ENSDARG00000070847"	NA	NA	"trim35-20"
"595"	"ENSDARG00000096678"	NA	NA	NA
"596"	"ENSDARG00000004034"	"ENSMUSG00000073433"	"Arhgdig"	"arhgdig"
"597"	"ENSDARG00000000474"	"ENSMUSG00000026418"	"Tnni1"	"TNNI1"
"598"	"ENSDARG00000054597"	"ENSMUSG00000034724"	"Cnot6l"	"cnot6l"
"599"	"ENSDARG00000097891"	NA	NA	NA
"600"	"ENSDARG00000058695"	"ENSMUSG00000026674"	"Ddr2"	"DDR2"
"601"	"ENSDARG00000099189"	NA	NA	NA
"602"	"ENSDARG00000012467"	"ENSMUSG00000070533"	"Wfdc8"	"spint1b"
"603"	"ENSDARG00000012467"	"ENSMUSG00000027315"	"Spint1"	"spint1b"
"604"	"ENSDARG00000012467"	"ENSMUSG00000017733"	"Eppin"	"spint1b"
"605"	"ENSDARG00000012467"	"ENSMUSG00000070531"	"Wfdc6b"	"spint1b"
"606"	"ENSDARG00000012467"	"ENSMUSG00000074595"	"Wfdc6a"	"spint1b"
"607"	"ENSDARG00000012467"	"ENSMUSG00000019796"	"Lrp11"	"spint1b"
"608"	"ENSDARG00000012467"	"ENSMUSG00000017310"	"Spint4"	"spint1b"
"609"	"ENSDARG00000073950"	NA	NA	NA
"610"	"ENSDARG00000067566"	"ENSMUSG00000056370"	"Sftpb"	"sftpbb"
"611"	"ENSDARG00000067566"	"ENSMUSG00000043430"	"Psapl1"	"sftpbb"
"612"	"ENSDARG00000058696"	"ENSMUSG00000027630"	"Tbl1xr1"	"tbl1xr1a"
"613"	"ENSDARG00000007383"	"ENSMUSG00000046410"	"Kcnk6"	"kcnk6"
"614"	"ENSDARG00000095291"	NA	NA	NA
"615"	"ENSDARG00000063036"	"ENSMUSG00000024347"	"Psd2"	"PSD2"
"616"	"ENSDARG00000093079"	NA	NA	"proca"
"617"	"ENSDARG00000019004"	"ENSMUSG00000023018"	"Smarcd1"	"smarcd1"
"618"	"ENSDARG00000073704"	"ENSMUSG00000048489"	"Depp1"	NA
"619"	"ENSDARG00000057887"	"ENSMUSG00000019890"	"Nts"	"NTS"
"620"	"ENSDARG00000045378"	"ENSMUSG00000067780"	"Pi15"	"pi15a"
"621"	"ENSDARG00000099469"	NA	NA	NA
"622"	"ENSDARG00000043757"	"ENSMUSG00000028382"	"Ptbp3"	"PTBP3"
"623"	"ENSDARG00000097342"	NA	NA	NA
"624"	"ENSDARG00000017537"	"ENSMUSG00000006542"	"Prkag3"	NA
"625"	"ENSDARG00000094146"	NA	NA	NA
"626"	"ENSDARG00000012942"	"ENSMUSG00000022817"	"Itgb5"	"itgb5"
"627"	"ENSDARG00000068934"	"ENSMUSG00000024087"	"Cyp1b1"	"cyp1b1"
"628"	"ENSDARG00000104129"	NA	NA	NA
"629"	"ENSDARG00000074156"	"ENSMUSG00000001508"	"Sgca"	NA
"630"	"ENSDARG00000052019"	NA	NA	NA
"631"	"ENSDARG00000101668"	NA	NA	NA
"632"	"ENSDARG00000058587"	"ENSMUSG00000052616"	"Terb1"	"terb1"
"633"	"ENSDARG00000017860"	NA	NA	"rgs5b"
"634"	"ENSDARG00000075996"	NA	NA	"znfl1b"
"635"	"ENSDARG00000067507"	"ENSMUSG00000037653"	"Kctd8"	"kctd8"
"636"	"ENSDARG00000070644"	"ENSMUSG00000017679"	"Ttpal"	"ttpal"
"637"	"ENSDARG00000037935"	"ENSMUSG00000007833"	"Aldh16a1"	"aldh16a1"
"638"	"ENSDARG00000103815"	NA	NA	NA
"639"	"ENSDARG00000093180"	NA	NA	NA
"640"	"ENSDARG00000043664"	"ENSMUSG00000021070"	"Bdkrb2"	"BDKRB2"
"641"	"ENSDARG00000101047"	"ENSMUSG00000001783"	"Rtcb"	"rtcb"
"642"	"ENSDARG00000005754"	"ENSMUSG00000033295"	"Ptprf"	"ptprfb"
"643"	"ENSDARG00000103165"	NA	NA	NA
"644"	"ENSDARG00000101217"	NA	NA	"fam78aa"
"645"	"ENSDARG00000062142"	"ENSMUSG00000032333"	"Stoml1"	"stoml1"
"646"	"ENSDARG00000088402"	"ENSMUSG00000034959"	"Rubcnl"	NA
"647"	"ENSDARG00000052361"	"ENSMUSG00000031712"	"Il15"	"il15"
"648"	"ENSDARG00000004580"	"ENSMUSG00000042751"	"Nmnat2"	"nmnat2"
"649"	"ENSDARG00000078558"	NA	NA	NA
"650"	"ENSDARG00000087469"	"ENSMUSG00000048376"	"F2r"	"F2R"
"651"	"ENSDARG00000038066"	"ENSMUSG00000018362"	"Kpna2"	"kpna2"
"652"	"ENSDARG00000038066"	"ENSMUSG00000066878"	"Kpna2rt"	"kpna2"
"653"	"ENSDARG00000001933"	NA	NA	NA
"654"	"ENSDARG00000055713"	"ENSMUSG00000055805"	"Fmnl1"	"FMNL1"
"655"	"ENSDARG00000040352"	"ENSMUSG00000003623"	"Crot"	"crot"
"656"	"ENSDARG00000040705"	"ENSMUSG00000026103"	"Gls"	"GLS"
"657"	"ENSDARG00000095863"	NA	NA	"afp4"
"658"	"ENSDARG00000040985"	"ENSMUSG00000032925"	"Itgbl1"	"itgbl1"
"659"	"ENSDARG00000020610"	"ENSMUSG00000026414"	"Tnnt2"	"tnnt2a"
"660"	"ENSDARG00000093781"	NA	NA	NA
"661"	"ENSDARG00000035471"	NA	NA	NA
"662"	"ENSDARG00000116254"	NA	NA	NA
"663"	"ENSDARG00000074166"	"ENSMUSG00000024073"	"Birc6"	"BIRC6"
"664"	"ENSDARG00000091633"	NA	NA	NA
"665"	"ENSDARG00000096359"	NA	NA	"eppk1"
"666"	"ENSDARG00000002333"	"ENSMUSG00000040339"	"Eeig2"	"fam102bb"
"667"	"ENSDARG00000070626"	"ENSMUSG00000053395"	"Cacng8"	"CACNG8"
"668"	"ENSDARG00000071143"	NA	NA	NA
"669"	"ENSDARG00000052701"	"ENSMUSG00000019822"	"Smpd2"	NA
"670"	"ENSDARG00000058127"	"ENSMUSG00000045259"	"Klhdc9"	"hcfc2"
"671"	"ENSDARG00000100823"	"ENSMUSG00000042682"	"Selenok"	"selenok"
"672"	"ENSDARG00000055855"	NA	NA	"kcnc3a"
"673"	"ENSDARG00000105665"	NA	NA	NA
"674"	"ENSDARG00000043697"	"ENSMUSG00000022054"	"Nefm"	"nefmb"
"675"	"ENSDARG00000077609"	"ENSMUSG00000043460"	"Elfn2"	"ELFN2"
"676"	"ENSDARG00000054331"	"ENSMUSG00000005124"	"Ccn4"	"ccn4a"
"677"	"ENSDARG00000038793"	"ENSMUSG00000078588"	"Ccdc24"	"ccdc24"
"678"	"ENSDARG00000063677"	"ENSMUSG00000024286"	"Ccny"	"CCNY"
"679"	"ENSDARG00000076748"	"ENSMUSG00000117406"	"Ntn3"	"ntn2"
"680"	"ENSDARG00000001559"	"ENSMUSG00000026616"	"Cr2"	NA
"681"	"ENSDARG00000044059"	"ENSMUSG00000038793"	"Lefty1"	"lft2"
"682"	"ENSDARG00000044059"	"ENSMUSG00000066652"	"Lefty2"	"lft2"
"683"	"ENSDARG00000008200"	"ENSMUSG00000001891"	"Ugp2"	"ugp2b"
"684"	"ENSDARG00000024189"	"ENSMUSG00000045731"	"Pnoc"	"pnocb"
"685"	"ENSDARG00000103498"	NA	NA	"epd"
"686"	"ENSDARG00000059459"	"ENSMUSG00000058706"	"0610030E20Rik"	"C5H2orf68"
"687"	"ENSDARG00000042000"	NA	NA	"si:ch211-63o20.7"
"688"	"ENSDARG00000010601"	"ENSMUSG00000030522"	"Mtmr10"	"mtmr10"
